match_id,league_code,home_team,away_team,disagreement_line_std,disagreement_water_std,disagreement_level,disagreement_outlier,bookmaker_line_mean,bookmaker_line_std
81c04aad3c86,UCL,曼彻斯特城,多特蒙德,0.14433756729740646,0.011547005383792525,轻微分歧,Macau异类(+2.00 vs 中位数+1.75),1.8333333333333333,0.14433756729740646
c5881ca47bc4,UCL,哥本哈根,塞维利亚,0.0,0.056862407030773256,一致,无异常,-0.5,0.0
f24a897ea67c,UCL,尤文图斯,本菲卡,0.14433756729740643,0.08621678104251711,轻微分歧,Macau异类(+0.25 vs 中位数+0.50),0.4166666666666667,0.14433756729740643
0b6551b1ca73,UCL,海法马卡比,巴黎圣日耳曼,0.0,0.043588989435406775,一致,无异常,-2.25,0.0
17ed572b522b,UEL,摩纳哥,费伦茨瓦罗斯,0.14433756729740646,0.08504900548115384,轻微分歧,Crown异类(+1.00 vs 中位数+1.25),1.1666666666666667,0.14433756729740646
9c73383174e8,UEL,特拉布宗体育,贝尔格莱德红星,0.14433756729740643,0.0305505046330389,轻微分歧,Crown异类(+0.50 vs 中位数+0.25),0.3333333333333333,0.14433756729740643
c69357c54d58,UEL,卡拉巴赫,南特,0.0,0.0776745346515403,一致,无异常,0.0,0.0
89e9a0e853e9,UEL,奥林匹亚科斯,弗赖堡,0.0,0.04242640687119289,一致,数据不足,0.0,0.0
0c1af42e7553,UEL,谢里夫,曼彻斯特联,0.14433756729740646,0.01732050807568879,轻微分歧,Crown异类(-2.00 vs 中位数-1.75),-1.8333333333333333,0.14433756729740646
1772bb127538,UEL,费耶诺德,格拉茨风暴,0.14433756729740646,0.11372481406154651,轻微分歧,Crown异类(+1.25 vs 中位数+1.50),1.4166666666666667,0.14433756729740646
eec1e2fa4f1b,UEL,中日德兰,拉齐奥,0.0,0.05000000000000005,一致,无异常,-0.5,0.0
af477680386b,UEL,皇家社会,奥莫尼亚,0.14433756729740646,0.1216552506059644,轻微分歧,Macau异类(+2.00 vs 中位数+1.75),1.8333333333333333,0.14433756729740646
8e8f79412f66,UEL,博德闪耀,苏黎世,0.25,0.05859465277082314,高度分歧,Macau异类(+1.00 vs 中位数+0.75),0.75,0.25
a5d0de9f83ed,UEL,基辅迪纳摩,AEK拉纳卡,0.0,0.020000000000000018,一致,无异常,0.75,0.0
0d69c420f2c0,UEL,皇家贝蒂斯,卢多戈雷茨,0.14433756729740646,0.04582575694955839,轻微分歧,Crown异类(+1.25 vs 中位数+1.50),1.4166666666666667,0.14433756729740646
f8747f7bbf72,UEL,罗马,赫尔辛基,0.14433756729740643,0.0818535277187245,轻微分歧,Crown异类(+2.00 vs 中位数+2.25),2.1666666666666665,0.14433756729740643
777ab9fae380,UEL,圣吉罗斯联合,马尔默,0.25,0.08386497083606084,高度分歧,Macau异类(+1.00 vs 中位数+0.75),0.75,0.25
146fc7ef1498,UEL,布拉加,柏林联合,0.14433756729740643,0.10969655114602893,轻微分歧,Bet365异类(+0.50 vs 中位数+0.25),0.3333333333333333,0.14433756729740643
0bb7923185da,BUN,美因茨,柏林赫塔,0.0,0.036055512754639925,一致,无异常,0.75,0.0
038d27deac07,ISA,萨勒尼塔纳,莱切,0.0,0.025166114784235857,一致,无异常,0.25,0.0
2ec535a33ca3,LLG,巴利亚多利德,加的斯,0.14433756729740643,0.18770544300401454,轻微分歧,Bet365异类(+0.25 vs 中位数+0.50),0.4166666666666667,0.14433756729740643
79923b055921,FL1,欧塞尔,洛里昂,0.0,0.05291502622129186,一致,无异常,0.0,0.0
2f519ae11def,EPL,阿斯顿维拉,南安普顿,0.14433756729740643,0.11269427669584642,轻微分歧,Macau异类(+0.25 vs 中位数+0.50),0.4166666666666667,0.14433756729740643
d5316a28a53a,EPL,诺丁汉森林,富勒姆,0.0,0.005773502691896263,一致,无异常,0.0,0.0
d4e2dd49dd46,EPL,狼队,曼彻斯特城,0.0,0.03511884584284249,一致,无异常,-1.5,0.0
